season,round,pick,team,gsis_id,pfr_player_id,cfb_player_id,pfr_player_name,hof,position,category,side,college,age,to,allpro,probowls,seasons_started,w_av,car_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks
2024,5,166,NYG,00-0039384,TracTy00,tyrone-tracy-jr-1,Tyrone Tracy Jr.,False,RB,RB,O,Purdue,24.0,2025.0,0,0,1,6.0,,6.0,18.0,0.0,0.0,0.0,0.0,0.0,202.0,863.0,5.0,40.0,295.0,1.0,,,
2024,5,167,JAX,00-0039385,RobiKe03,keilan-robinson-1,Keilan Robinson,False,RB,RB,O,Texas,24.0,2024.0,0,0,0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,5,168,BUF,00-0039879,SoloJa00,javon-solomon-1,Javon Solomon,False,DE,DL,D,Troy,23.0,2025.0,0,0,0,2.0,,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,2.0
2024,5,169,GNB,00-0039818,OladKi00,kitan-oladapo-1,Kitan Oladapo,False,DB,DB,D,Oregon St.,23.0,2025.0,0,0,0,1.0,,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
2024,5,170,NOR,00-0039386,MeanBu00,bub-means-1,Bub Means,False,WR,WR,O,Pittsburgh,23.0,2024.0,0,0,0,1.0,,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,118.0,1.0,,,
2024,5,171,NYJ,00-0039797,TravJo00,jordan-travis-1,Jordan Travis,False,QB,QB,O,Florida St.,24.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,5,172,PHI,,KeegTr00,trevor-keegan-1,Trevor Keegan,False,OL,OL,O,Michigan,24.0,2024.0,0,0,0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,5,173,NYJ,00-0039798,DaviIs00,,Isaiah Davis,False,RB,RB,O,South Dakota St.,22.0,2025.0,0,0,0,2.0,,2.0,18.0,0.0,0.0,0.0,0.0,0.0,32.0,192.0,1.0,9.0,75.0,1.0,7.0,,
2024,5,174,DAL,00-0039387,CarsCa01,caelen-carson-1,Caelen Carson,False,DB,DB,D,Wake Forest,22.0,2024.0,0,0,0,1.0,,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,,
2024,5,175,NOR,00-0039388,FordJa02,jaylan-ford-1,Jaylan Ford,False,LB,LB,D,Texas,22.0,2025.0,0,0,0,1.0,,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
2024,5,176,NYJ,00-0039789,StigQw00,,Qwan'tez Stiggers,False,CB,DB,D,,22.0,2025.0,0,0,0,1.0,,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,
2024,6,177,MIN,,RousWa00,walter-rouse-1,Walter Rouse,False,OL,OL,O,Oklahoma,23.0,2025.0,0,0,0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,6,178,PIT,00-0039389,LeexLo00,logan-lee-2,Logan Lee,False,DL,DL,D,Iowa,24.0,2025.0,0,0,0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,6,179,SEA,,LaumSa00,sataoa-laumea-1,Sataoa Laumea,False,OL,OL,O,Utah,23.0,2024.0,0,0,0,2.0,,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,6,180,NWE,00-0039390,DialMa00,marcellas-dial-1,Marcellas Dial,False,DB,DB,D,South Carolina,23.0,2024.0,0,0,0,1.0,,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,
2024,6,181,LAC,00-0039391,VidaKi00,kimani-vidal-1,Kimani Vidal,False,RB,RB,O,Troy,23.0,2024.0,0,0,0,2.0,,2.0,10.0,0.0,0.0,0.0,0.0,0.0,43.0,155.0,0.0,5.0,62.0,1.0,,,
2024,6,182,TEN,00-0039392,JackJh00,jhaquan-jackson-1,Jha'Quan Jackson,False,WR,WR,O,Tulane,24.0,2024.0,0,0,0,0.0,,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,0.0,1.0,8.0,0.0,,,
2024,6,183,NYG,00-0039829,MuasDa00,darius-muasau-1,Darius Muasau,False,LB,LB,D,UCLA,23.0,2025.0,0,0,0,4.0,,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,
2024,6,184,MIA,00-0039880,WashMa00,malik-washington-1,Malik Washington,False,WR,WR,O,Virginia,23.0,2025.0,0,0,0,2.0,,2.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,34.0,1.0,28.0,243.0,0.0,,,
2024,6,185,PHI,00-0039236,WilsJo03,johnny-wilson-3,Johnny Wilson,False,WR,WR,O,Florida St.,23.0,2024.0,0,0,0,0.0,,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,38.0,1.0,,,
2024,6,186,ATL,00-0039393,McClJa05,jase-mcclellan-1,Jase McClellan,False,RB,RB,O,Alabama,22.0,2024.0,0,0,0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,32.0,0.0,0.0,0.0,0.0,,,
2024,6,187,ATL,00-0039394,WashCa01,casey-washington-1,Casey Washington,False,WR,WR,O,Illinois,23.0,2025.0,0,0,0,0.0,,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,47.0,0.0,,,
2024,6,188,HOU,00-0039395,HillJa02,jamal-hill-1,Jamal Hill,False,LB,LB,D,Oregon,23.0,2025.0,0,0,0,1.0,,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
2024,6,189,DET,00-0039396,WingMe00,mekhi-wingo-1,Mekhi Wingo,False,DT,DL,D,LSU,21.0,2024.0,0,0,0,1.0,,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
2024,6,190,PHI,,McMaDy00,dylan-mcmahon-1,Dylan McMahon,False,OL,OL,O,North Carolina St.,23.0,2024.0,0,0,0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,6,191,ARI,00-0039397,PalmTe00,tejhaun-palmer-1,Tejhaun Palmer,False,WR,WR,O,Ala-Birmingham,24.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,6,192,SEA,00-0039800,JameDJ00,dj-james-1,D.J. James,False,CB,DB,D,Auburn,23.0,2025.0,0,0,0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
2024,6,193,NWE,00-0039398,MiltJo00,joe-milton-2,Joe Milton,False,QB,QB,O,Tennessee,24.0,2024.0,0,0,0,1.0,,1.0,1.0,22.0,29.0,241.0,1.0,0.0,10.0,16.0,1.0,0.0,0.0,0.0,,,
2024,6,194,CIN,00-0039399,McLaTa00,tanner-mclachlan-2,Tanner McLachlan,False,TE,TE,O,Arizona,25.0,2024.0,0,0,0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,6,195,PIT,00-0039748,WattRy00,ryan-watts-1,Ryan Watts,False,SAF,DB,D,Texas,22.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,6,196,LAR,00-0039749,DaviTy05,tyler-davis-4,Tyler Davis,False,DT,DL,D,Clemson,23.0,2025.0,0,0,0,1.0,,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,1.5
2024,6,197,ATL,00-0039400,LoguZi00,zion-logue-1,Zion Logue,False,DL,DL,D,Georgia,23.0,2024.0,0,0,0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
2024,6,198,MIA,00-0039881,McMoPa00,patrick-mcmorris-1,Patrick McMorris,False,DB,DB,D,California,22.0,2024.0,0,0,0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
2024,6,199,NOR,00-0039401,BoydKh00,,Khristian Boyd,False,DL,DL,D,Northern Iowa,24.0,2024.0,0,0,0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
2024,6,200,CAR,00-0039402,CrumJa00,jaden-crumedy-1,Jaden Crumedy,False,DT,DL,D,Mississippi St.,24.0,2025.0,0,0,0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.5
2024,6,201,IND,00-0039403,AbraMi00,micah-abraham-1,Micah Abraham,False,CB,DB,D,Marshall,23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,6,202,GNB,,GlovTr00,travis-glover-1,Travis Glover,False,OT,OL,O,Georgia St.,24.0,2024.0,0,0,0,1.0,,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,6,203,MIN,00-0039404,ReicWi00,will-reichard-1,Will Reichard,False,K,K,S,Alabama,23.0,2025.0,0,0,0,2.0,,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,6,204,BUF,,GrabTy00,tylan-grable-1,Tylan Grable,False,OL,OL,O,Central Florida,24.0,2024.0,0,0,0,1.0,,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,6,205,HOU,00-0039405,JordJa00,jawhar-jordan-1,Jawhar Jordan,False,RB,RB,O,Louisville,25.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,6,206,CLE,00-0039406,WatsNa00,nathaniel-watson-1,Nathaniel Watson,False,LB,LB,D,Mississippi St.,24.0,2024.0,0,0,0,1.0,,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,
2024,6,207,SEA,,JerrMi00,,Michael Jerrell,False,OT,OL,O,Findlay,25.0,2024.0,0,0,0,2.0,,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,6,208,LVR,00-0039407,LaubDy00,,Dylan Laube,False,RB,RB,O,New Hampshire,24.0,2025.0,0,0,0,0.0,,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,
2024,6,209,LAR,00-0039750,KartJo00,joshua-karty-1,Joshua Karty,False,K,K,S,Stanford,22.0,2025.0,0,0,0,2.0,,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,6,210,DET,,MahoCh00,christian-mahogany-1,Christian Mahogany,False,OL,OL,O,Boston Col.,23.0,2025.0,0,0,0,1.0,,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,6,211,KAN,00-0039831,HaddKa00,kamal-hadden-1,Kamal Hadden,False,DB,DB,D,Tennessee,23.0,2025.0,0,0,0,0.0,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,6,212,JAX,00-0039409,LittCa00,cam-little-1,Cam Little,False,K,K,S,Arkansas,21.0,2025.0,0,0,0,5.0,,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,6,213,LAR,00-0039751,WhitJo04,jordan-whittington-2,Jordan Whittington,False,WR,WR,O,Texas,23.0,2025.0,0,0,0,3.0,,3.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,22.0,293.0,0.0,4.0,,
2024,6,214,CIN,00-0039752,JohnCe01,cedric-johnson-4,Cedric Johnson,False,DE,DL,D,Mississippi,22.0,2024.0,0,0,0,1.0,,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,1.0
2024,6,215,SFO,,KingJa02,jarrett-kingston-1,Jarrett Kingston,False,OL,OL,O,USC,24.0,2024.0,0,0,0,0.0,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,6,216,DAL,00-0039410,FlouRy00,,Ryan Flournoy,False,WR,WR,O,SE Missouri St.,24.0,2025.0,0,0,0,1.0,,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,102.0,0.0,2.0,,
2024,6,217,LAR,,LimmBe00,beaux-limmer-1,Beaux Limmer,False,OL,OL,O,Arkansas,23.0,2025.0,0,0,1,7.0,,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,6,218,BAL,00-0039801,LearDe00,devin-leary-1,Devin Leary,False,QB,QB,O,Kentucky,24.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,6,219,BUF,00-0039883,HardDa02,daequan-hardy-1,Daequan Hardy,False,CB,DB,D,Penn St.,23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,6,220,TAM,,KleiEl00,elijah-klein-1,Elijah Klein,False,OG,OG,,Texas-El Paso,24.0,2025.0,0,0,0,1.0,,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,7,221,BUF,,ClayTr00,,Travis Clayton,False,OT,OL,O,,23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,7,222,WAS,00-0039412,JeanJa00,javontae-jean-baptiste-1,Javontae Jean-Baptiste,False,DL,DL,D,Notre Dame,24.0,2024.0,0,0,0,1.0,,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,1.0
2024,7,223,LVR,00-0039413,TaylTr03,trey-taylor-1,Trey Taylor,False,FS,FS,,Air Force,23.0,2024.0,0,0,0,1.0,,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,7,224,CIN,00-0039414,AnthDa00,daijahn-anthony-1,Daijahn Anthony,False,SAF,DB,D,Mississippi,23.0,2024.0,0,0,0,1.0,,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
2024,7,225,LAC,00-0039415,RiceBr00,brenden-rice-1,Brenden Rice,False,WR,WR,O,USC,22.0,2024.0,0,0,0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,7,226,ARI,00-0039416,DaviJa09,jaden-davis-1,Jaden Davis,False,DB,DB,D,Miami (FL),23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,7,227,CLE,00-0039417,HardMy00,,Myles Harden,False,DB,DB,D,South Dakota,22.0,2025.0,0,0,0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,
2024,7,228,BAL,,SamaNi00,nick-samac-1,Nick Samac,False,C,OL,O,Michigan St.,23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,7,229,LVR,00-0039418,DevoMJ00,marlin-devonshire-1,M.J. Devonshire,False,DB,DB,D,Pittsburgh,23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,7,230,MIN,,JurgMi02,michael-jurgens-1,Michael Jurgens,False,OL,OL,O,Wake Forest,24.0,2024.0,0,0,0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,7,231,NWE,00-0039420,BellJa00,jaheim-bell-1,Jaheim Bell,False,TE,TE,O,Florida St.,23.0,2024.0,0,0,0,0.0,,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,1.0,,
2024,7,232,MIN,,RodrLe00,,Levi Drake Rodriguez,False,DT,DL,D,Texas A&M-Commerce,24.0,2025.0,0,0,0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
2024,7,233,DAL,,ThomNa01,nathan-thomas-1,Nathan Thomas,False,OL,OL,O,Louisiana,23.0,2025.0,0,0,0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,7,234,IND,00-0039423,LaulJo00,jonah-laulu-2,Jonah Laulu,False,DL,DL,D,Oklahoma,24.0,2025.0,0,0,0,4.0,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,2.0
2024,7,235,DEN,00-0039424,VeleDe00,devaughn-vele-1,Devaughn Vele,False,WR,WR,O,Utah,26.0,2025.0,0,0,0,4.0,,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,488.0,3.0,,,
2024,7,236,JAX,00-0039425,ColeMy00,myles-cole-1,Myles Cole,False,OLB,LB,D,Texas Tech,24.0,2024.0,0,0,0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,
2024,7,237,CIN,,LeexMa02,matthew-lee-1,Matt Lee,False,C,OL,O,Miami (FL),23.0,2024.0,0,0,0,2.0,,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,7,238,HOU,00-0039427,ByrdSo00,solomon-byrd-1,Solomon Byrd,False,DE,DL,D,USC,24.0,2024.0,0,0,0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
2024,7,239,NOR,,EzirJo00,,Josiah Ezirim,False,OT,OL,O,Eastern Kentucky,23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,7,240,CAR,00-0039429,BarrMi00,michael-barrett-1,Michael Barrett,False,LB,LB,D,Michigan,24.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,7,241,MIA,00-0039884,WashTa00,tahj-washington-1,Tahj Washington,False,WR,WR,O,USC,23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,7,242,TEN,00-0039430,WillJa15,james-williams-16,James Williams,False,SAF,DB,D,Miami (FL),21.0,2025.0,0,0,0,2.0,,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,
2024,7,243,CLE,00-0039431,BrigJo00,jowon-briggs-1,Jowon Briggs,False,DE,DL,D,Cincinnati,23.0,2025.0,0,0,0,1.0,,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,
2024,7,244,DAL,00-0039432,RogeJu01,justin-rogers-4,Justin Rogers,False,DL,DL,D,Auburn,22.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,7,245,GNB,00-0039238,PratMi00,michael-pratt-1,Michael Pratt,False,QB,QB,O,Tulane,22.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,7,246,TAM,00-0039754,CulpDe00,devin-culp-1,Devin Culp,False,TE,TE,O,Washington,24.0,2024.0,0,0,0,1.0,,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,88.0,0.0,,,
2024,7,247,HOU,00-0039433,HarrMa08,marcus-harris-5,Marcus Harris,False,DL,DL,D,Auburn,23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,7,248,KAN,,HansCJ00,,C.J. Hanson,False,OG,OG,,Holy Cross,23.0,2024.0,0,0,0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024,7,249,HOU,,HendLa00,ladarius-henderson-1,LaDarius Henderson,False,OL,OL,O,Michigan,22.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,7,250,BAL,00-0039235,KaneSa00,sanoussi-kane-1,Sanoussi Kane,False,SAF,DB,D,Purdue,22.0,2025.0,0,0,0,1.0,,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,
2024,7,251,SFO,00-0039435,BethTa00,tatum-bethune-1,Tatum Bethune,False,LB,LB,D,Florida St.,23.0,2025.0,0,0,0,1.0,,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
2024,7,252,TEN,00-0039436,HarrJa05,jaylen-harrell-1,Jaylen Harrell,False,DE,DL,D,Michigan,22.0,2025.0,0,0,0,1.0,,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,
2024,7,253,LAC,00-0039437,JohnCo02,cornelius-johnson-1,Cornelius Johnson,False,WR,WR,O,Michigan,23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,7,254,LAR,,LeveKT00,kaitori-leveston-1,KT Leveston,False,OL,OL,O,Kansas St.,24.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,7,255,GNB,00-0039239,KingKa00,kalen-king-1,Kalen King,False,CB,DB,D,Penn St.,21.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,7,256,DEN,,GargNi00,nick-gargiulo-1,Nick Gargiulo,False,OL,OL,O,South Carolina,24.0,,0,0,0,,,,,,,,,,,,,,,,,,
2024,7,257,NYJ,00-0039802,KeyxJa00,jaylen-key-1,Jaylen Key,False,SAF,DB,D,Alabama,24.0,,0,0,0,,,,,,,,,,,,,,,,,,
